Id,Param1,NameKey,DescriptionKey,Tire,Type,Grade,MaxLevel,LevelMatchGroupId,MinCastDistance,MaxCastDistance,PrevSkillId,FireCount,FireCondition,FireCondParam1,FireRate,MoveActionSpeed,LightningEffectInfoId,Attachable,MpMin,MpMax,MpGrowth,EffectApplyType,CastingTime,CoolTimeMin,PlaceType,CollisionUnitType,CollisionUnitParam,TargetType,IgnoreHitRate,MaxTargetCount,OffsetDistance,OffsetAngle,EffectFireConditionType,TotalTime,EffectFireConditionParam,AggroWeight,SkillDamageRatio,Animation,Rotatable,WeaponDependent,CameraShake,CameraShakeIntensity,CameraShakeObject,EffectDescriptionKey,Texture,HitFX,HitSocket,DirAlign,DirAlignRange,AddForceOnKill,Sound,BasicAttack,DetailType,ShowSkillArea,DashStart,SkillDialogueKey,AvailableUnderCC,SkillDialogGroupId,IsStunCancel
1205,5,0,292000001101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,733,"300, 500",1.2,7392,Attack_Sword_E,0,000001,Shake_UpAndDown,2,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
1206,6,0,292000001101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,1300,633,1.2,13104,Attack_Sword_F,0,000001,Shake_UpAndDown,3,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
1301,1,0,292000001101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,500,367,1.2,5040,Attack_Sword_A,0,000001,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,1,0,0,,0
1302,2,0,292000001101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,567,300,1.2,5712,Attack_Sword_B,0,000001,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
1303,3,0,292000001101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,500,300,1.2,5040,Attack_Sword_C,0,000001,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
1304,4,0,292000001101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,833,633,1.2,8400,Attack_Sword_D,0,000001,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
1305,5,0,292000001101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,600,333,1.2,6048,Attack_Sword_E,0,000001,Shake_UpAndDown,2,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
1306,6,0,292000001101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,1267,"433, 900",1.2,12768,Attack_Sword_F,0,000001,Shake_UpAndDown,3,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
1401,1,0,292000001101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,767,433,1.2,7728,Attack_Sword_A,0,000001,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,1,0,0,,0
1402,2,0,292000001101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,567,300,1.2,5712,Attack_Sword_B,0,000001,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
1403,3,0,292000001101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,467,300,1.2,4704,Attack_Sword_C,0,000001,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
1404,4,0,292000001101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,567,333,1.2,5712,Attack_Sword_D,0,000001,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
1405,5,0,292000001101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,667,"300, 400",1.2,6720,Attack_Sword_E,0,000001,Shake_UpAndDown,2,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
1406,6,0,292000001101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,1500,"567, 767",1.2,15120,Attack_Sword_F,0,000001,Shake_UpAndDown,3,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
2101,1,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,967,633,1,10150,Attack_Spear_A,0,000010,Shake_UpAndDown,1,Caster,0,,,,1,2.65,0,,1,Attack,0,1,0,0,,0
2102,2,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,567,300,1,5950,Attack_Spear_B,0,000010,Shake_UpAndDown,1,Caster,0,,,,1,2.65,0,,1,Attack,0,0,0,0,,0
2103,3,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,567,300,1,5950,Attack_Spear_C,0,000010,Shake_UpAndDown,1,Caster,0,,,,1,2.65,0,,1,Attack,0,0,0,0,,0
2104,4,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,767,"300, 567",1,8050,Attack_Spear_D,0,000010,Shake_UpAndDown,1,Caster,0,,,,1,2.65,0,,1,Attack,0,0,0,0,,0
2105,5,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,1067,"600, 833",1,11200,Attack_Spear_E,0,000010,Shake_UpAndDown,2,Caster,0,,,,1,2.65,0,,1,Attack,0,0,0,0,,0
2106,6,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,1267,500,1,13300,Attack_Spear_F,0,000010,Shake_UpAndDown,3,Caster,0,,,,1,2.65,0,,1,Attack,0,0,0,0,,0
2201,1,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,500,400,1,4988,Attack_Spear_A,0,000010,Shake_UpAndDown,1,Caster,0,,,,1,2.65,0,,1,Attack,0,1,0,0,,0
2202,2,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,433,300,1,4323,Attack_Spear_B,0,000010,Shake_UpAndDown,1,Caster,0,,,,1,2.65,0,,1,Attack,0,0,0,0,,0
2203,3,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,600,300,1,5985,Attack_Spear_C,0,000010,Shake_UpAndDown,1,Caster,0,,,,1,2.65,0,,1,Attack,0,0,0,0,,0
2204,4,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,833,433,1,8313,Attack_Spear_D,0,000010,Shake_UpAndDown,1,Caster,0,,,,1,2.65,0,,1,Attack,0,0,0,0,,0
2205,5,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,900,"367, 600",1,8978,Attack_Spear_E,0,000010,Shake_UpAndDown,2,Caster,0,,,,1,2.65,0,,1,Attack,0,0,0,0,,0
2206,6,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,1533,"433, 700, 867",1,15295,Attack_Spear_F,0,000010,Shake_UpAndDown,3,Caster,0,,,,1,2.65,0,,1,Attack,0,0,0,0,,0
2301,1,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,533,367,1,5320,Attack_Spear_A,0,000010,Shake_UpAndDown,1,Caster,0,,,,1,2.65,0,,1,Attack,0,1,0,0,,0
2302,2,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,400,300,1,3990,Attack_Spear_B,0,000010,Shake_UpAndDown,1,Caster,0,,,,1,2.65,0,,1,Attack,0,0,0,0,,0
2303,3,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,433,300,1,4323,Attack_Spear_C,0,000010,Shake_UpAndDown,1,Caster,0,,,,1,2.65,0,,1,Attack,0,0,0,0,,0
2304,4,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,1067,567,1,10640,Attack_Spear_D,0,000010,Shake_UpAndDown,1,Caster,0,,,,1,2.65,0,,1,Attack,0,0,0,0,,0
2305,5,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,1100,"367, 633",1,10973,Attack_Spear_E,0,000010,Shake_UpAndDown,2,Caster,0,,,,1,2.65,0,,1,Attack,0,0,0,0,,0
2306,6,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,1167,333,1,11638,Attack_Spear_F,0,000010,Shake_UpAndDown,3,Caster,0,,,,1,2.65,0,,1,Attack,0,0,0,0,,0
2401,1,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,567,367,1,5950,Attack_Spear_A,0,000010,Shake_UpAndDown,1,Caster,0,,,,1,2.65,0,,1,Attack,0,1,0,0,,0
2402,2,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,1067,567,1,11200,Attack_Spear_B,0,000010,Shake_UpAndDown,1,Caster,0,,,,1,2.65,0,,1,Attack,0,0,0,0,,0
2403,3,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,567,333,1,5950,Attack_Spear_C,0,000010,Shake_UpAndDown,1,Caster,0,,,,1,2.65,0,,1,Attack,0,0,0,0,,0
2404,4,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,967,500,1,10150,Attack_Spear_D,0,000010,Shake_UpAndDown,1,Caster,0,,,,1,2.65,0,,1,Attack,0,0,0,0,,0
2405,5,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,667,"367, 567",1,7000,Attack_Spear_E,0,000010,Shake_UpAndDown,2,Caster,0,,,,1,2.65,0,,1,Attack,0,0,0,0,,0
2406,6,0,292000002101,-1,Active,Max,,,0,265,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,1467,"767, 933",1,15400,Attack_Spear_F,0,000010,Shake_UpAndDown,3,Caster,0,,,,1,2.65,0,,1,Attack,0,0,0,0,,0
3101,1,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,567,333,1,5653,Attack_DualSword_A,0,000100,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,1,0,0,,0
3102,2,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,567,"300, 367",1,5653,Attack_DualSword_B,0,000100,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3103,3,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,467,300,1,4655,Attack_DualSword_C,0,000100,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3104,4,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,667,333,1,6650,Attack_DualSword_D,0,000100,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3105,5,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,767,"500, 567",1,7648,Attack_DualSword_E,0,000100,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3106,6,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,467,300,1,4655,Attack_DualSword_F,0,000100,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3107,7,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,667,"433, 500",1,6650,Attack_DualSword_G,0,000100,Shake_UpAndDown,2,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3108,8,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,1067,567,1,10640,Attack_DualSword_H,0,000100,Shake_UpAndDown,3,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3201,1,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,400,300,1,4200,Attack_DualSword_A,0,000100,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,1,0,0,,0
3202,2,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,700,"367, 500",1,7350,Attack_DualSword_B,0,000100,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3203,3,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,1000,"367, 633, 733",1,10500,Attack_DualSword_C,0,000100,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3204,4,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,467,300,1,4900,Attack_DualSword_D,0,000100,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3205,5,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,600,300,1,6300,Attack_DualSword_E,0,000100,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3206,6,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,633,"300, 467",1,6650,Attack_DualSword_F,0,000100,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3207,7,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,600,433,1,6300,Attack_DualSword_G,0,000100,Shake_UpAndDown,2,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3208,8,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,833,300,1,8750,Attack_DualSword_H,0,000100,Shake_UpAndDown,3,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3301,1,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,500,333,1,5250,Attack_DualSword_A,0,000100,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,1,0,0,,0
3302,2,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,467,333,1,4900,Attack_DualSword_B,0,000100,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3303,3,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,600,"367, 567",1,6300,Attack_DualSword_C,0,000100,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3304,4,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,600,"367, 433",1,6300,Attack_DualSword_D,0,000100,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3305,5,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,733,300,1,7700,Attack_DualSword_E,0,000100,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3306,6,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,367,"300, 367",1,3850,Attack_DualSword_F,0,000100,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3307,7,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,567,467,1,5950,Attack_DualSword_G,0,000100,Shake_UpAndDown,2,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3308,8,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,1300,"467, 533",1,13650,Attack_DualSword_H,0,000100,Shake_UpAndDown,3,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3401,1,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,700,"433, 500",1,6983,Attack_DualSword_A,0,000100,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,1,0,0,,0
3402,2,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,633,"300, 467",1,6318,Attack_DualSword_B,0,000100,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3403,3,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,600,367,1,5985,Attack_DualSword_C,0,000100,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3404,4,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,700,"300, 433",1,6983,Attack_DualSword_D,0,000100,Shake_UpAndDown,1,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3405,5,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,833,600,1,8313,Attack_DualSword_E,0,000100,Shake_UpAndDown,3,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3406,6,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,700,"367, 467",1,6983,Attack_DualSword_F,0,000100,Shake_UpAndDown,5,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3407,7,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,700,567,1,6983,Attack_DualSword_G,0,000100,Shake_UpAndDown,3,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
3408,8,0,292000003101,-1,Active,Max,,,0,200,,1,None,,,,,0,0,0,1,,0,1,CasterPosition,Fan,"""radius"":250,""angle"":135",Enemy,0,3,0,0,Time,900,433,1,8978,Attack_DualSword_H,0,000100,Shake_UpAndDown,5,Caster,0,,,,1,2,0,,1,Attack,0,0,0,0,,0
